	0.02	-0.00	areal	0	0	-4
16:29:15.975 -> euler	19.49	-15.97	30.77	areal	362	4567	1555
16:29:15.975 -> euler	19.89	-15.92	31.03	areal	299	4604	1555
16:29:15.975 -> euler	20.27	-15.86	31.29	areal	242	4645	1556
16:29:16.017 -> euler	20.64	-15.79	31.53	areal	183	4685	1559
16:29:16.017 -> euler	20.97	-15.71	31.75	areal	128	4724	1556
16:29:16.017 -> euler	21.30	-15.63	31.97	areal	74	4761	1553
16:29:16.017 -> euler	21.60	-15.54	32.18	areal	25	4792	1552
16:29:16.057 -> euler	21.86	-15.44	32.38	areal	-19	4818	1549
16:29:16.057 -> euler	22.09	-15.33	32.57	areal	-52	4839	1539
16:29:16.057 -> euler	22.28	-15.22	32.74	areal	-62	4860	1524
16:29:16.057 -> euler	22.43	-15.10	32.90	areal	-49	4886	1500
16:29:16.096 -> euler	22.57	-14.98	33.05	areal	-13	4908	1474
16:29:16.096 -> euler	22.75	-14.88	33.19	areal	16	4928	1441
16:29:16.096 -> euler	22.97	-14.79	33.30	areal	33	4951	1401
16:29:16.096 -> euler	23.23	-14.72	33.40	areal	42	4983	1370
16:29:16.135 -> euler	23.51	-14.65	33.47	areal	39	5023	1356
16:29:16.135 -> euler	23.76	-14.61	33.53	areal	15	5070	1347
16:29:16.135 -> euler	23.98	-14.59	33.56	areal	-25	5120	1344
16:29:16.135 -> euler	24.16	-14.57	33.59	areal	-68	5167	1349
16:29:16.177 -> euler	24.33	-14.57	33.60	areal	-113	5216	1362
16:29:16.177 -> euler	24.50	-14.57	33.62	areal	-151	5268	1381
16:29:16.177 -> euler	24.72	-14.57	33.64	areal	-184	5315	1405
16:29:16.177 -> euler	25.04	-14.57	33.67	areal	-223	5353	1435
16:29:16.216 -> euler	25.52	-14.57	33.71	areal	-287	5384	1469
16:29:16.216 -> euler	26.09	-14.57	33.76	areal	-322	5398	1450
16:29:16.216 -> euler	26.27	-14.57	33.81	areal	-368	5306	1431
16:29:16.216 -> euler	26.21	-14.58	33.82	areal	-396	5283	1407
16:29:16.254 -> euler	26.35	-14.59	33.80	areal	-376	5252	1394
16:29:16.254 -> euler	26.89	-14.65	33.76	areal	-467	5267	1410
16:29:16.254 -> euler	27.80	-14.71	33.70	areal	-603	5308	1430
16:29:16.254 -> euler	28.85	-14.79	33.64	areal	-762	5354	1444
16:29:16.287 -> euler	29.75	-14.85	33.58	areal	-903	5390	1446
16:29:16.287 -> euler	30.37	-14.90	33.54	areal	-980	5436	1436
16:29:16.287 -> euler	30.80	-14.94	33.51	areal	-1006	5478	1436
16:29:16.324 -> euler	31.22	-14.97	33.49	areal	-1023	5507	1420
16:29:16.324 -> euler	31.70	-14.99	33.50	areal	-1023	5503	1361
16:29:16.324 -> euler	32.15	-14.99	33.52	areal	-1010	5464	1270
16:29:16.324 -> euler	32.51	-15.00	33.51	areal	-1037	5406	1170
16:29:16.365 -> euler	32.82	-15.00	33.47	areal	-1062	5340	1073
16:29:16.365 -> euler	33.03	-14.98	33.40	areal	-1086	5243	983
16:29:16.365 -> euler	32.97	-14.94	33.25	areal	-1129	5130	993
16:29:16.365 -> euler	32.79	-14.86	32.99	areal	-1173	5141	1092
16:29:16.406 -> euler	32.80	-14.76	32.67	areal	-1215	5192	1185
16:29:16.406 -> euler	33.06	-14.64	32.32	areal	-1225	5251	1203
16:29:16.406 -> euler	33.28	-14.49	31.98	areal	-1178	5294	1193
16:29:16.406 -> euler	33.26	-14.32	31.62	areal	-1112	5284	1178
16:29:16.447 -> euler	33.06	-14.12	31.25	areal	-955	5302	1176
16:29:16.447 -> euler	32.80	-13.94	30.86	areal	-792	5301	1069
16:29:16.447 -> euler	32.67	-13.77	30.47	areal	-607	5294	1003
16:29:16.447 -> euler	32.63	-13.62	30.05	areal	-475	5275	948
16:29:16.487 -> euler	32.51	-13.51	29.60	areal	-429	5225	900
16:29:16.487 -> euler	32.38	-13.40	29.14	areal	-336	5187	892
16:29:16.487 -> euler	32.27	-13.32	28.65	areal	-281	5108	907
16:29:16.487 -> euler	32.23	-13.26	28.17	areal	-230	5045	936
16:29:16.527 -> euler	32.31	-13.21	27.68	areal	-197	4999	976
16:29:16.527 -> euler	32.47	-13.18	27.19	areal	-187	5000	1013
16:29:16.527 -> euler	32.76	-13.16	26.74	areal	-181	5081	995
16:29:16.527 -> euler	33.22	-13.19	26.38	areal	-146	5151	875
16:29:16.566 -> euler	33.56	-13.24	26.11	areal	-117	5116	705
16:29:16.566 -> euler	33.64	-13.32	25.90	areal	-140	5038	614
16:29:16.566 -> euler	33.67	-13.40	25.70	areal	-173	5008	549
16:29:16.566 -> euler	33.85	-13.48	25.56	areal	-218	4986	491
16:29:16.606 -> euler	34.11	-13.57	25.45	areal	-281	4977	444
16:29:16.606 -> euler	34.33	-13.68	25.37	areal	-410	4944	430
16:29:16.606 -> euler	34.42	-13.79	25.32	areal	-543	4900	412
16:29:16.606 -> euler	34.31	-13.89	25.30	areal	-628	4828	391
16:29:16.647 -> euler	34.06	-13.97	25.30	areal	-640	4755	366
16:29:16.647 -> euler	33.86	-14.04	25.30	areal	-639	4674	349
16:29:16.647 -> euler	33.86	-14.09	25.28	areal	-629	4596	338
16:29:16.647 -> euler	33.95	-14.14	25.23	areal	-685	4518	335
16:29:16.687 -> euler	33.94	-14.15	25.14	areal	-764	4413	339
16:29:16.687 -> euler	33.67	-14.10	25.00	areal	-803	4315	435
16:29:16.687 -> euler	33.30	-13.98	24.78	areal	-818	4371	662
16:29:16.687 -> euler	33.02	-13.82	24.53	areal	-841	4417	855
16:29:16.727 -> euler	32.83	-13.63	24.28	areal	-809	4491	965
16:29:16.727 -> euler	32.68	-13.41	24.05	areal	-632	4540	1031
16:29:16.727 -> euler	32.44	-13.17	23.86	areal	-497	4502	983
16:29:16.727 -> euler	32.21	-12.95	23.67	areal	-288	4446	912
16:29:16.765 -> euler	32.09	-12.75	23.46	areal	-115	4397	835
16:29:16.765 -> euler	32.02	-12.57	23.22	areal	4	4346	756
16:29:16.765 -> euler	31.94	-12.43	22.95	areal	81	4301	695
16:29:16.765 -> euler	31.78	-12.31	22.66	areal	119	4259	640
16:29:16.816 -> euler	31.55	-12.20	22.36	areal	163	4207	601
16:29:16.816 -> euler	31.37	-12.12	22.05	areal	181	4133	587
16:29:16.816 -> euler	31.32	-12.06	21.72	areal	153	4056	580
16:29:16.816 -> euler	31.39	-12.01	21.39	areal	104	3971	581
16:29:16.816 -> euler	31.45	-11.96	21.05	areal	30	3887	583
16:29:16.853 -> euler	31.45	-11.90	20.72	areal	-47	3796	578
16:29:16.853 -> euler	31.39	-11.81	20.40	areal	-98	3707	559
16:29:16.853 -> euler	31.27	-11.71	20.09	areal	-116	3616	513
16:29:16.853 -> euler	31.12	-11.57	19.80	areal	-108	3528	457
16:29:16.888 -> euler	30.95	-11.40	19.52	areal	-97	3436	397
16:29:16.888 -> euler	30.79	-11.20	19.26	areal	-84	3345	338
16:29:16.888 -> euler	30.65	-10.97	19.00	areal	-99	3251	301
16:29:16.927 -> euler	30.55	-10.72	18.76	areal	-149	3156	274
16:29:16.927 -> euler	30.41	-10.42	18.52	areal	-214	3068	254
16:29:16.927 -> euler	30.19	-10.08	18.27	areal	-276	2988	227
16:29:16.927 -> euler	29.83	-9.69	18.04	areal	-314	2911	186
16:29:16.965 -> euler	29.30	-9.25	17.82	areal	-330	2839	129
16:29:16.965 -> euler	28.66	-8.75	17.60	areal	-284	2776	69
16:29:16.965 -> euler	27.97	-8.22	17.39	areal	-217	2718	18
16:29:16.965 -> euler	27.37	-7.65	17.17	areal	-175	2674	-22
16:29:17.007 -> euler	26.92	-7.08	16.95	areal	-155	2654	-51
16:29:17.007 -> euler	26.55	-6.48	16.73	areal	-170	2646	-51
16:29:17.007 -> euler	26.16	-5.87	16.50	areal	-164	2657	-31
16:29:17.007 -> euler	25.76	-5.25	16.28	areal	-150	2677	23
16:29:17.046 -> euler	25.42	-4.64	16.06	areal	-118	2708	120
16:29:17.046 -> euler	25.23	-4.03	15.85	areal	-90	2749	240
16:29:17.046 -> euler	25.22	-3.45	15.65	areal	-66	2781	366
16:29:17.046 -> euler	25.32	-2.90	15.45	areal	-67	2819	366
16:29:17.085 -> euler	25.45	-2.41	15.28	areal	-45	2696	170
16:29:17.085 -> euler	25.65	-1.95	15.14	areal	19	2556	-37
16:29:17.085 -> euler	25.93	-1.52	14.96	areal	71	2487	-197
16:29:17.085 -> euler	26.29	-1.17	14.78	areal	-30	2376	-324
16:29:17.128 -> euler	26.68	-0.84	14.56	areal	-159	2321	-364
16:29:17.128 -> euler	26.97	-0.55	14.35	areal	-365	2285	-367
16:29:17.128 -> euler	27.11	-0.28	14.15	areal	-590	2255	-340
16:29:17.128 -> euler	27.20	-0.01	13.97	areal	-741	2238	-291
16:29:17.166 -> euler	27.28	0.27	13.80	areal	-850	2209	-235
16:29:17.166 -> euler	27.39	0.53	13.65	areal	-926	2169	-185
16:29:17.166 -> euler	27.47	0.79	13.51	areal	-983	2126	-150
16:29:17.166 -> euler	27.51	1.04	13.38	areal	-1010	2085	-121
16:29:17.205 -> euler	27.49	1.29	13.26	areal	-1029	2041	-87
16:29:17.205 -> euler	27.41	1.53	13.15	areal	-1041	2001	-57
16:29:17.205 -> euler	27.28	1.75	13.04	areal	-1038	1960	-25
16:29:17.205 -> euler	27.08	1.97	12.93	areal	-1030	1932	7
16:29:17.245 -> euler	26.83	2.18	12.82	areal	-1011	1912	41
16:29:17.245 -> euler	26.57	2.37	12.72	areal	-993	1904	75
16:29:17.245 -> euler	26.32	2.55	12.62	areal	-969	1917	104
16:29:17.245 -> euler	26.12	2.71	12.53	areal	-946	1940	125
16:29:17.285 -> euler	25.96	2.84	12.46	areal	-924	1963	128
16:29:17.285 -> euler	25.86	2.95	12.41	areal	-894	1998	126
16:29:17.285 -> euler	25.80	3.03	12.37	areal	-859	2032	119
16:29:17.285 -> euler	25.77	3.08	12.35	areal	-822	2068	95
16:29:17.327 -> euler	25.76	3.08	12.35	areal	-771	2092	67
16:29:17.327 -> euler	25.78	3.04	12.37	areal	-710	2106	31
16:29:17.327 -> euler	25.87	2.95	12.41	areal	-651	2114	3
16:29:17.327 -> euler	26.06	2.81	12.45	areal	-614	2126	-25
16:29:17.365 -> euler	26.35	2.61	12.50	areal	-604	2130	-55
16:29:17.365 -> euler	26.70	2.35	12.56	areal	-641	2132	-78
16:29:17.365 -> euler	27.05	2.05	12.62	areal	-689	2139	-102
16:29:17.365 -> euler	27.36	1.71	12.70	areal	-740	2148	-134
16:29:17.407 -> euler	27.63	1.35	12.79	areal	-761	2170	-157
16:29:17.407 -> euler	27.93	0.96	12.89	areal	-789	2183	-167
16:29:17.407 -> euler	28.40	0.54	13.01	areal	-874	2187	-128
16:29:17.407 -> euler	29.05	0.12	13.12	areal	-1026	2191	-100
16:29:17.447 -> euler	29.80	-0.26	13.26	areal	-1126	2185	-110
16:29:17.447 -> euler	30.41	-0.59	13.43	areal	-1180	2161	-157
16:29:17.447 -> euler	30.87	-0.88	13.59	areal	-1331	2124	-141
16:29:17.447 -> euler	31.08	-1.10	13.76	areal	-1423	2121	-172
16:29:17.485 -> euler	30.87	-1.23	13.96	areal	-1431	2075	-272
16:29:17.485 -> euler	30.36	-1.24	14.18	areal	-1303	2041	-390
16:29:17.485 -> euler	29.82	-1.19	14.41	areal	-1098	2023	-501
16:29:17.485 -> euler	29.51	-1.13	14.61	areal	-952	2010	-595
16:29:17.527 -> euler	29.50	-1.05	14.78	areal	-854	2027	-666
16:29:17.527 -> euler	29.66	-0.97	14.91	areal	-810	2077	-713
16:29:17.527 -> euler	29.79	-0.90	15.00	areal	-826	2144	-741
16:29:17.527 -> euler	29.74	-0.81	15.06	areal	-856	2219	-759
16:29:17.569 -> euler	29.44	-0.72	15.11	areal	-867	2293	-775
16:29:17.569 -> euler	29.02	-0.62	15.14	areal	-855	2352	-780
16:29:17.569 -> euler	28.62	-0.52	15.17	areal	-843	2399	-772
16:29:17.569 -> euler	28.37	-0.44	15.18	areal	-850	2439	-748
16:29:17.607 -> euler	28.31	-0.39	15.18	areal	-890	2475	-713
16:29:17.607 -> euler	28.38	-0.35	15.18	areal	-945	2511	-671
16:29:17.607 -> euler	28.48	-0.31	15.18	areal	-1010	2537	-629
16:29:17.607 -> euler	28.53	-0.28	15.18	areal	-1068	2549	-591
16:29:17.645 -> euler	28.46	-0.24	15.19	areal	-1116	2544	-562
16:29:17.645 -> euler	28.28	-0.20	15.21	areal	-1130	2531	-549
16:29:17.645 -> euler	28.06	-0.15	15.23	areal	-1103	2512	-540
16:29:17.645 -> euler	27.90	-0.10	15.27	areal	-1084	2473	-523
16:29:17.686 -> euler	27.89	-0.06	15.30	areal	-1091	2440	-503
16:29:17.686 -> euler	28.02	-0.03	15.34	areal	-1115	2421	-480
16:29:17.686 -> euler	28.18	0.01	15.37	areal	-1149	2412	-454
16:29:17.686 -> euler	28.24	0.05	15.40	areal	-1185	2404	-433
16:29:17.727 -> euler	28.16	0.11	15.44	areal	-1213	2395	-422
16:29:17.727 -> euler	27.92	0.18	15.50	areal	-1221	2380	-419
16:29:17.727 -> euler	27.56	0.27	15.55	areal	-1199	2366	-422
16:29:17.727 -> euler	27.13	0.37	15.61	areal	-1156	2349	-427
16:29:17.765 -> euler	26.73	0.48	15.68	areal	-1117	2332	-425
16:29:17.765 -> euler	26.45	0.57	15.75	areal	-1102	2316	-413
16:29:17.765 -> euler	26.26	0.66	15.80	areal	-1109	2312	-397
16:29:17.765 -> euler	26.10	0.76	15.86	areal	-1139	2315	-381
16:29:17.805 -> euler	25.88	0.86	15.93	areal	-1184	2322	-371
16:29:17.805 -> euler	25.50	0.96	15.99	areal	-1230	2321	-369
16:29:17.805 -> euler	24.88	1.07	16.05	areal	-1255	2307	-380
16:29:17.805 -> euler	23.99	1.22	16.13	areal	-1201	2303	-405
16:29:17.847 -> euler	22.97	1.36	16.20	areal	-1112	2276	-415
16:29:17.847 -> euler	21.97	1.49	16.27	areal	-1031	2230	-408
16:29:17.847 -> euler	21.16	1.61	16.31	areal	-958	2202	-395
16:29:17.847 -> euler	20.57	1.72	16.35	areal	-905	2186	-368
16:29:17.886 -> euler	20.14	1.80	16.37	areal	-897	2178	-336
16:29:17.886 -> euler	19.80	1.85	16.37	areal	-934	2187	-304
16:29:17.886 -> euler	19.44	1.90	16.36	areal	-995	2210	-277
16:29:17.886 -> euler	18.98	1.93	16.35	areal	-1048	2238	-254
16:29:17.922 -> euler	18.42	1.98	16.33	areal	-1078	2269	-240
16:29:17.922 -> euler	17.78	2.04	16.31	areal	-1093	2294	-232
16:29:17.922 -> euler	17.16	2.08	16.30	areal	-1087	2315	-227
16:29:17.966 -> euler	16.62	2.13	16.29	areal	-1067	2333	-231
16:29:17.966 -> euler	16.20	2.16	16.29	areal	-1043	2349	-239
16:29:17.966 -> euler	15.89	2.19	16.29	areal	-1022	2367	-252
16:29:17.966 -> euler	15.65	2.20	16.29	areal	-999	2383	-270
16:29:17.966 -> euler	15.41	2.21	16.30	areal	-970	2394	-291
16:29:18.007 -> euler	15.15	2.21	16.32	areal	-926	2397	-316
16:29:18.007 -> euler	14.85	2.19	16.34	areal	-869	2381	-344
16:29:18.007 -> euler	14.51	2.16	16.36	areal	-805	2353	-377
16:29:18.007 -> euler	14.19	2.12	16.38	areal	-742	2318	-408
16:29:18.045 -> euler	13.90	2.05	16.39	areal	-697	2276	-435
16:29:18.045 -> euler	13.69	1.97	16.40	areal	-678	2234	-455
16:29:18.045 -> euler	13.53	1.86	16.39	areal	-682	2194	-473
16:29:18.045 -> euler	13.41	1.75	16.37	areal	-706	2161	-492
16:29:18.087 -> euler	13.29	1.62	16.35	areal	-750	2129	-510
16:29:18.087 -> euler	13.15	1.50	16.31	areal	-801	2100	-530
16:29:18.087 -> euler	12.96	1.38	16.26	areal	-854	2069	-550
16:29:18.087 -> euler	12.72	1.27	16.19	areal	-899	2034	-563
16:29:18.127 -> euler	12.42	1.17	16.12	areal	-933	1993	-572
16:29:18.127 -> euler	12.08	1.08	16.03	areal	-964	1947	-584
16:29:18.127 -> euler	11.66	1.01	15.93	areal	-980	1886	-595
16:29:18.127 -> euler	11.14	0.96	15.81	areal	-976	1811	-614
16:29:18.167 -> euler	10.46	0.92	15.67	areal	-941	1725	-636
16:29:18.167 -> euler	9.56	0.90	15.51	areal	-890	1646	-663
16:29:18.167 -> euler	8.46	0.88	15.31	areal	-813	1585	-683
16:29:18.167 -> euler	7.23	0.89	15.08	areal	-724	1547	-689
16:29:18.207 -> euler	6.01	0.88	14.82	areal	-662	1526	-674
16:29:18.207 -> euler	4.93	0.87	14.55	areal	-627	1532	-652
16:29:18.207 -> euler	4.02	0.83	14.25	areal	-602	1562	-628
16:29:18.207 -> euler	3.25	0.79	13.94	areal	-576	1608	-600
16:29:18.247 -> euler	2.58	0.74	13.63	areal	-548	1662	-567
16:29:18.247 -> euler	1.94	0.68	13.33	areal	-527	1706	-531
16:29:18.247 -> euler	1.30	0.62	13.05	areal	-500	1738	-507
16:29:18.247 -> euler	0.61	0.55	12.80	areal	-465	1747	-498
16:29:18.285 -> euler	-0.14	0.48	12.55	areal	-432	1736	-502
16:29:18.285 -> euler	-0.93	0.40	12.33	areal	-401	1710	-519
16:29:18.285 -> euler	-1.73	0.32	12.13	areal	-365	1675	-545
16:29:18.285 -> euler	-2.52	0.24	11.95	areal	-318	1643	-582
16:29:18.322 -> euler	-3.27	0.15	11.79	areal	-261	1618	-622
16:29:18.322 -> euler	-3.95	0.05	11.66	areal	-196	1600	-660
16:29:18.322 -> euler	-4.50	-0.05	11.54	areal	-135	1586	-693
16:29:18.357 -> euler	-4.90	-0.17	11.46	areal	-84	1576	-723
16:29:18.357 -> euler	-5.14	-0.30	11.40	areal	-40	1572	-744
16:29:18.357 -> euler	-5.26	-0.45	11.38	areal	-2	1562	-760
16:29:18.357 -> euler	-5.28	-0.60	11.37	areal	29	1543	-773
16:29:18.397 -> euler	-5.22	-0.77	11.40	areal	56	1511	-784
16:29:18.397 -> euler	-5.09	-0.95	11.44	areal	80	1472	-793
16:29:18.397 -> euler	-4.88	-1.13	11.51	areal	97	1438	-799
16:29:18.397 -> euler	-4.59	-1.32	11.58	areal	104	1404	-796
16:29:18.437 -> euler	-4.22	-1.52	11.67	areal	101	1376	-784
16:29:18.437 -> euler	-3.82	-1.72	11.77	areal	91	1360	-765
16:29:18.437 -> euler	-3.42	-1.92	11.88	areal	74	1348	-740
16:29:18.437 -> euler	-3.04	-2.12	11.99	areal	61	1328	-707
16:29:18.478 -> euler	-2.67	-2.31	12.10	areal	52	1297	-670
16:29:18.478 -> euler	-2.28	-2.49	12.21	areal	52	1257	-637
16:29:18.478 -> euler	-1.85	-2.66	12.32	areal	57	1216	-606
16:29:18.478 -> euler	-1.41	-2.82	12.42	areal	65	1178	-578
16:29:18.515 -> euler	-0.99	-2.97	12.51	areal	69	1149	-548
16:29:18.515 -> euler	-0.64	-3.10	12.58	areal	62	1138	-525
16:29:18.515 -> euler	-0.41	-3.23	12.63	areal	46	1141	-500
16:29:18.515 -> euler	-0.31	-3.34	12.66	areal	60	1179	-478
16:29:18.557 -> euler	-0.31	-3.43	12.69	areal	18	1204	-458
16:29:18.557 -> euler	-0.43	-3.50	12.71	areal	22	1239	-435
16:29:18.557 -> euler	-0.63	-3.55	12.71	areal	41	1270	-414
16:29:18.557 -> euler	-0.89	-3.58	12.71	areal	50	1289	-393
16:29:18.598 -> euler	-1.14	-3.60	12.71	areal	64	1296	-375
16:29:18.598 -> euler	-1.37	-3.60	12.71	areal	74	1287	-359
16:29:18.598 -> euler	-1.58	-3.59	12.70	areal	80	1268	-341
16:29:18.598 -> euler	-1.76	-3.56	12.69	areal	80	1244	-324
16:29:18.638 -> euler	-1.96	-3.53	12.68	areal	73	1212	-302
16:29:18.638 -> euler	-2.23	-3.48	12.65	areal	63	1176	-280
16:29:18.638 -> euler	-2.59	-3.40	12.61	areal	62	1145	-260
16:29:18.638 -> euler	-3.05	-3.32	12.57	areal	79	1119	-239
16:29:18.677 -> euler	-3.55	-3.22	12.51	areal	97	1099	-217
16:29:18.677 -> euler	-4.04	-3.10	12.43	areal	129	1092	-195
16:29:18.677 -> euler	-4.46	-2.99	12.37	areal	171	1094	-177
16:29:18.677 -> euler	-4.78	-2.87	12.29	areal	205	1102	-163
16:29:18.717 -> euler	-5.00	-2.75	12.21	areal	226	1106	-153
16:29:18.717 -> euler	-5.16	-2.64	12.13	areal	229	1100	-149
16:29:18.717 -> euler	-5.36	-2.54	12.05	areal	214	1077	-141
16:29:18.717 -> euler	-5.67	-2.43	11.97	areal	179	1050	-130
16:29:18.753 -> euler	-6.12	-2.32	11.88	areal	138	1020	-122
16:29:18.753 -> euler	-6.67	-2.21	11.78	areal	95	982	-109
16:29:18.753 -> euler	-7.28	-2.08	11.68	areal	52	947	-103
16:29:18.753 -> euler	-7.89	-1.96	11.56	areal	11	910	-102
16:29:18.795 -> euler	-8.47	-1.83	11.43	areal	-15	879	-111
16:29:18.795 -> euler	-9.02	-1.69	11.30	areal	-22	853	-127
16:29:18.795 -> euler	-9.54	-1.56	11.17	areal	-19	841	-147
16:29:18.795 -> euler	-10.03	-1.42	11.02	areal	9	850	-182
16:29:18.835 -> euler	-10.48	-1.28	10.85	areal	137	918	-257
16:29:18.835 -> euler	-10.76	-1.13	10.69	areal	354	1061	-383
16:29:18.835 -> euler	-10.69	-1.03	10.54	areal	437	1196	-460
16:29:18.835 -> euler	-10.35	-0.96	10.45	areal	426	1243	-457
16:29:18.869 -> euler	-10.10	-0.91	10.37	areal	334	1209	-421
16:29:18.869 -> euler	-10.17	-0.87	10.32	areal	185	1126	-387
16:29:18.869 -> euler	-10.50	-0.83	10.26	areal	30	1034	-361
16:29:18.915 -> euler	-10.94	-0.78	10.20	areal	-100	947	-339
16:29:18.915 -> euler	-11.39	-0.71	10.14	areal	-182	842	-325
16:29:18.915 -> euler	-11.81	-0.63	10.09	areal	-214	702	-319
16:29:18.915 -> euler	-12.21	-0.54	10.01	areal	-209	611	-313
16:29:18.915 -> euler	-12.58	-0.46	9.91	areal	-220	629	-310
16:29:18.957 -> euler	-12.86	-0.39	9.80	areal	-282	653	-313
16:29:18.957 -> euler	-13.09	-0.32	9.71	areal	-358	621	-330
16:29:18.957 -> euler	-13.31	-0.23	9.60	areal	-357	604	-359
16:29:18.957 -> euler	-13.48	-0.15	9.49	areal	-344	615	-382
16:29:18.995 -> euler	-13.52	-0.07	9.39	areal	-307	638	-400
16:29:18.995 -> euler	-13.39	0.01	9.30	areal	-280	643	-417
16:29:18.995 -> euler	-13.11	0.07	9.22	areal	-287	636	-451
16:29:18.995 -> euler	-12.83	0.12	9.14	areal	-253	625	-464
16:29:19.037 -> euler	-12.73	0.17	9.06	areal	-247	659	-472
16:29:19.037 -> euler	-12.89	0.21	8.98	areal	-273	683	-481
16:29:19.037 -> euler	-13.26	0.25	8.91	areal	-275	721	-490
16:29:19.037 -> euler	-13.72	0.29	8.86	areal	-297	737	-488
16:29:19.077 -> euler	-14.19	0.33	8.82	areal	-302	749	-478
16:29:19.077 -> euler	-14.57	0.36	8.80	areal	-298	770	-478
16:29:19.077 -> euler	-14.88	0.40	8.82	areal	-263	762	-480
16:29:19.077 -> euler	-15.12	0.43	8.85	areal	-226	722	-480
16:29:19.117 -> euler	-15.29	0.44	8.91	areal	-176	686	-492
16:29:19.117 -> euler	-15.41	0.44	8.99	areal	-145	678	-506
16:29:19.117 -> euler	-15.53	0.40	9.07	areal	-182	713	-524
16:29:19.117 -> euler	-15.63	0.37	9.19	areal	-111	640	-576
16:29:19.153 -> euler	-15.67	0.32	9.33	areal	-132	563	-593
16:29:19.153 -> euler	-15.63	0.24	9.45	areal	-164	586	-615
16:29:19.153 -> euler	-15.60	0.14	9.58	areal	-178	640	-640
16:29:19.153 -> euler	-15.65	0.05	9.71	areal	-173	657	-661
16:29:19.195 -> euler	-15.72	-0.05	9.85	areal	-139	652	-671
16:29:19.195 -> euler	-15.76	-0.16	10.01	areal	-148	669	-667
16:29:19.195 -> euler	-15.75	-0.29	10.15	areal	-162	724	-654
16:29:19.195 -> euler	-15.76	-0.43	10.30	areal	-173	793	-633
16:29:19.235 -> euler	-15.88	-0.56	10.46	areal	-164	860	-606
16:29:19.235 -> euler	-16.09	-0.68	10.63	areal	-148	917	-576
16:29:19.235 -> euler	-16.37	-0.80	10.81	areal	-139	957	-553
16:29:19.235 -> euler	-16.69	-0.92	11.00	areal	-121	992	-529
16:29:19.275 -> euler	-17.04	-1.03	11.20	areal	-101	1008	-504
16:29:19.275 -> euler	-17.44	-1.13	11.42	areal	-67	1018	-484
16:29:19.275 -> euler	-17.83	-1.23	11.65	areal	-28	995	-463
16:29:19.275 -> euler	-18.19	-1.33	11.88	areal	-1	974	-455
16:29:19.317 -> euler	-18.50	-1.43	12.12	areal	-8	976	-469
16:29:19.317 -> euler	-18.78	-1.54	12.35	areal	-98	1034	-540
16:29:19.317 -> euler	-19.07	-1.64	12.60	areal	-202	1072	-594
16:29:19.317 -> euler	-19.36	-1.71	12.83	areal	-260	1126	-641
16:29:19.357 -> euler	-19.68	-1.75	13.07	areal	-301	1166	-663
16:29:19.357 -> euler	-20.08	-1.76	13.31	areal	-290	1177	-668
16:29:19.357 -> euler	-20.56	-1.75	13.56	areal	-261	1171	-664
16:29:19.357 -> euler	-21.14	-1.71	13.80	areal	-211	1139	-652
16:29:19.398 -> euler	-21.77	-1.65	14.04	areal	-138	1066	-628
16:29:19.398 -> euler	-22.38	-1.59	14.29	areal	-64	972	-607
16:29:19.398 -> euler	-22.86	-1.52	14.52	areal	27	867	-586
16:29:19.398 -> euler	-23.18	-1.46	14.76	areal	133	737	-554
16:29:19.435 -> euler	-23.33	-1.41	14.98	areal	262	621	-523
16:29:19.435 -> euler	-23.31	-1.39	15.18	areal	378	581	-495
16:29:19.435 -> euler	-23.17	-1.41	15.35	areal	472	623	-469
16:29:19.435 -> euler	-22.97	-1.46	15.51	areal	542	705	-447
16:29:19.476 -> euler	-22.77	-1.54	15.66	areal	578	785	-424
16:29:19.476 -> euler	-22.54	-1.65	15.82	areal	587	851	-404
16:29:19.476 -> euler	-22.24	-1.77	15.97	areal	580	893	-388
16:29:19.476 -> euler	-21.85	-1.91	16.11	areal	562	937	-373
16:29:19.515 -> euler	-21.41	-2.07	16.25	areal	547	983	-359
16:29:19.515 -> euler	-20.92	-2.24	16.39	areal	539	1024	-344
16:29:19.515 -> euler	-20.37	-2.42	16.50	areal	535	1075	-334
16:29:19.515 -> euler	-19.81	-2.60	16.61	areal	535	1149	-325
16:29:19.557 -> euler	-19.34	-2.80	16.69	areal	514	1232	-319
16:29:19.557 -> euler	-18.98	-3.00	16.78	areal	454	1319	-308
16:29:19.557 -> euler	-18.72	-3.20	16.84	areal	337	1424	-304
16:29:19.557 -> euler	-18.55	-3.40	16.90	areal	224	1519	-307
16:29:19.597 -> euler	-18.47	-3.55	16.96	areal	165	1531	-314
16:29:19.597 -> euler	-18.42	-3.65	17.03	areal	196	1450	-318
16:29:19.597 -> euler	-18.30	-3.73	17.08	areal	290	1335	-315
16:29:19.597 -> euler	-18.05	-3.81	17.12	areal	411	1241	-304
16:29:19.634 -> euler	-17.69	-3.89	17.13	areal	531	1194	-295
16:29:19.634 -> euler	-17.29	-4.00	17.12	areal	628	1199	-279
16:29:19.634 -> euler	-16.85	-4.13	17.07	areal	679	1238	-262
16:29:19.634 -> euler	-16.38	-4.28	17.02	areal	673	1310	-248
16:29:19.675 -> euler	-15.90	-4.44	16.96	areal	637	1388	-238
16:29:19.675 -> euler	-15.44	-4.60	16.89	areal	586	1450	-231
