107051	-155.88	21.97	0.02		1324	-5146	4504
107305	-141.83	0.47	43.93		988	-8938	6231
107459	-140.02	-0.51	45.74		1155	-9004	6415
107715	-85.46	-33.57	56.44		3550	-5490	7059
107972	-97.50	1.43	25.67		-80	-3946	4208
108124	-98.44	3.34	24.72		-145	-3772	4181
108379	-150.07	46.54	-36.35		-496	1071	7390
108635	-162.64	43.87	-44.80		578	394	7607
108788	-157.74	49.68	-32.35		11429	-12719	25914
109151	-157.34	32.52	-18.61		454	-2830	5854
109306	-156.84	32.53	-18.62		497	-2766	5810
109563	-147.02	30.02	-25.33		-388	-1659	5785
109820	-151.60	19.72	-29.33		-1755	-1474	5625
110080	-166.07	10.80	-30.27		-1746	-2695	4568
110339	-162.15	23.12	-37.69		-558	-1418	6064
110495	-161.85	23.62	-38.13		-560	-1354	6168
110752	-145.44	40.69	-43.26		-1829	236	6909
111009	-129.43	32.39	-19.59		-725	-1147	5688
111266	-147.01	8.09	-8.30		-1609	-4633	4427
111422	-148.24	7.47	-8.29		-1639	-4713	4339
111679	-163.17	16.55	-20.05		-461	-3754	4696
111936	-150.88	31.69	-35.73		-1268	-986	6596
112093	-150.21	32.42	-35.10		27880	31344	19044
112353	-136.89	43.84	-33.49		-1226	2	6706
112608	-127.96	30.72	-16.29		-1054	-1748	5721
112866	-119.95	8.44	3.68		-1234	-5173	3721
113020	-118.97	7.63	4.48		-1196	-5238	3739
113276	-61.30	-25.77	12.21		-618	-5192	4231
113431	50.00	nan	48.64		-22825	-8166	3732
113685	-66.99	13.86	4.31		-3622	-1730	4140
113840	-68.74	15.73	4.28		19519	-27367	5296
114097	-89.21	52.42	9.88		-704	1052	7050
114249	-89.60	51.81	9.67		-720	923	6967
114603	-34.80	-33.51	11.73		478	-4299	4442
114756	-33.41	-34.94	11.24		624	-4265	4486
115012	-54.61	10.10	23.19		-2759	-1025	4598
115168	-55.30	12.49	23.99		-2755	-777	4668
115423	-62.35	61.02	33.23		-1470	1919	8371
115577	-63.39	61.47	31.15		28435	-23604	-28053
115837	-61.03	-13.95	20.05		542	-4078	4877
116092	-63.86	9.52	19.85		-1545	-2365	5756
116449	-58.61	24.81	25.11		-1979	-283	5180
116603	-58.63	23.62	24.84		-1979	-355	5174
116859	-23.72	-39.05	7.53		1155	-5001	4421
117014	-23.68	-38.66	7.49		1091	-5034	4434
117269	-49.32	11.57	30.99		-1574	-627	4686
117424	-49.66	13.21	31.58		-1554	-469	4769
117679	-57.19	10.17	26.24		-1426	-1559	4800
117834	66.20	-61.23	-8.04		10524	7780	-17102
118092	-37.99	-16.78	14.76		-793	-4069	4251
118348	-49.02	-2.22	27.69		-572	-2201	4056
118503	-69.45	17.96	-36.98		-27509	-24331	20265
118865	-36.77	-13.51	21.03		-585	-2896	3934
119020	-36.20	-14.05	20.56		-559	-2945	3900
119277	-38.33	-4.64	22.15		-1576	-2207	3633
119533	-40.35	0.37	25.57		-1530	-1468	3797
119688	-40.32	0.35	25.49		-1525	-1474	3800
119943	-32.18	-3.67	21.45		-1890	-1993	3707
120098	-32.10	-3.50	21.56		-1910	-1962	3723
120355	-33.03	-3.60	24.19		-1685	-1693	3660
120611	-32.53	-3.87	23.74		-1781	-1891	3767
120767	-32.56	-3.82	23.81		-1787	-1879	3774
121023	-30.86	-3.98	26.50		-1700	-1412	3936
121179	-52.80	55.87	3.36		-14829	29868	28867
121437	-31.15	-4.89	26.29		-1618	-1569	3929
121693	-31.22	-4.79	26.87		-1587	-1478	3908
121950	-29.21	-7.01	25.96		-1579	-1671	3865
122105	-29.08	-7.13	25.93		-1575	-1679	3868
122361	-25.33	-8.39	25.94		-1868	-1506	3844
122517	-177.40	nan	-58.12		7349	-19583	12623
122774	-39.01	-1.17	25.23		-1438	-1493	4149
123031	-62.14	28.86	33.44		-687	49	6250
123182	-62.51	30.20	33.72		-671	137	6335
123436	-49.81	50.99	35.32		-2287	1574	8128
123691	-72.77	44.99	16.48		-1287	855	7040
123844	-74.77	44.52	15.41		-17992	16588	11751
124103	-140.27	19.10	-4.50		-625	-4531	3722
124359	-144.53	12.44	7.35		37	-7449	3549
124512	-144.44	12.64	7.03		127	-7420	3462
124766	-147.91	17.72	-7.58		-226	-4996	4470
124921	-148.59	17.89	-8.59		-270	-4887	4499
125178	-143.56	27.36	-42.04		-2750	183	5990
125434	-143.25	25.65	-35.02		-2054	-1069	5468
125693	-147.07	26.23	-17.77		-241	-3013	4937
125850	-146.95	26.30	-17.14		-350	-3168	4907
126108	-112.53	19.17	9.38		232	-3219	4280
126464	-54.09	-30.16	26.40		1745	-4817	5195
126619	-52.69	-30.64	26.19		1802	-4839	5154
126875	-30.79	-5.72	14.11		-2828	-3211	3056
127132	-34.74	1.04	18.20		-2701	-2533	4128
127286	-34.54	0.74	18.58		-2554	-2552	4143
127542	-39.97	-7.14	25.50		-1104	-2273	4026
127697	-39.97	-7.14	25.39		-1124	-2291	4018
127953	-29.33	-11.04	23.07		-1419	-2372	4140
128211	-29.28	-1.36	23.19		-2593	-1743	4620
128366	-29.47	-0.45	23.12		28470	-28710	19663
128625	-71.41	-6.96	-28.16		-16408	8897	7595
128883	-142.53	46.77	66.16		1877	-10034	13872
129142	-176.89	-33.00	-56.48		-7539	1054	5599
129401	167.09	-43.32	-21.67		-7591	-3378	3368
129659	156.94	-9.36	-8.95		-3662	-5978	2518
129815	-47.76	nan	-8.06		1264	-26338	-16788
130071	128.12	45.43	-9.11		355	-9792	7027
130225	54.56	nan	52.26		13258	-11734	9271
130479	175.50	78.13	119.03		-8841	-12532	13307
130739	60.22	63.97	66.67		-9837	-3497	10339
130996	-2.94	42.12	42.56		-5110	-1372	7355
131150	-4.27	41.73	42.66		-4987	-1251	7325
131405	-11.46	35.55	45.11		-4172	-881	7055
131560	-11.39	35.16	45.23		-4128	-871	7067
131815	17.50	7.18	58.47		-3771	-604	7620
131968	18.27	6.56	59.03		-3844	-553	7672
132220	33.47	-17.94	64.99		-4779	327	8498
132475	39.10	-29.83	58.69		-4364	278	8186
132629	39.43	-30.26	58.31		-4312	241	8177
132883	60.54	-39.46	40.47		-4413	-618	7096
133038	61.62	-39.59	40.19		-4447	-660	7070
133293	76.92	-47.83	26.45		-4082	56	7213
133445	76.78	-47.93	25.83		-4028	44	7222
133698	96.06	-43.13	10.14		-4106	-452	6226
133954	130.88	-30.41	-12.13		-3332	-1508	5823
134213	165.02	-23.66	-27.54		-4103	-1045	6318
134471	-144.01	-19.47	-43.82		-8228	-1826	7093
134731	-172.90	-17.17	-37.66		-6259	-1823	7587
134991	-147.14	24.13	-48.77		-4536	413	7402
135349	-125.77	-36.03	-46.21		-7337	-2617	10628
135610	143.11	0.37	67.49		-9294	-11208	9936
135766	-35.62	nan	8.92		-13577	-22335	22665
136022	145.80	-26.41	-55.98		-741	573	7278
136278	145.72	-24.90	-52.40		-1035	-663	6625
136434	145.99	-24.16	-52.24		-10729	-31650	-15838
136697	148.80	55.27	-56.27		1283	-1923	10454
136854	-63.20	nan	49.19		16565	31068	3298
137108	-148.71	-56.56	113.67		506	-8137	13542
137367	-66.30	-18.97	-66.97		-10407	-7342	8721
137627	-108.20	31.08	-96.70		-9784	-4372	13168
137887	-81.08	30.41	-126.49		-9967	-6942	14695
138147	44.03	-24.31	-130.14		1300	-10793	11871
138407	-172.41	-58.70	-148.73		1283	-1487	12799
138669	-73.67	-79.44	137.00		-1033	5	10581
138924	-42.05	-81.99	114.12		-2716	274	9533
139079	-45.86	-81.88	117.74		-2664	256	9647
139336	-97.06	-38.89	-135.83		-8249	673	14045
139594	152.31	-63.28	-105.73		1928	2030	9663
139852	10.82	-55.31	-21.21		2501	-7100	5087
140008	8.52	-54.61	-19.97		16030	-21698	-27257
140268	5.10	-42.34	31.60		-635	-392	3952
140521	38.80	-34.38	70.54		-9486	1034	7651
140676	40.16	-33.92	71.80		-9869	841	7845
140931	112.56	-37.42	70.05		-11880	-9184	8114
141190	140.17	-38.35	35.42		-8573	-8070	5085
141346	140.43	-37.80	34.58		-2524	-30724	-7644
141605	146.67	-26.76	20.74		-7161	-9111	3681
141863	161.10	-16.26	6.81		-4957	-7986	2578
142120	167.27	1.61	-16.04		-1226	-5623	3449
142376	155.69	13.73	-38.44		1500	-4335	4957
142532	154.78	13.88	-39.39		1517	-4343	5027
142789	110.41	14.17	-75.37		4058	-6027	8455
143046	63.66	23.54	-77.09		1489	-11106	9306
143202	59.07	23.86	-77.39		1034	-11466	9331
143458	-24.49	23.69	-115.39		-6793	-11783	12474
143719	-46.93	46.04	-135.95		-5676	-11886	14975
143980	136.60	67.30	51.76		-5693	-12209	10515
144239	121.79	13.35	35.64		-7161	-8838	5911
144496	113.95	-12.73	28.88		-7166	-6254	5382
144753	132.50	-28.68	21.38		-6973	-5724	6091
144910	132.05	-29.04	21.07		14193	19863	-15022
145170	131.01	-31.51	0.87		-4952	-3877	5216
145427	139.35	-32.10	-12.80		-3725	-2081	5461
145686	135.59	-24.74	-17.55		-2689	-2411	5144
145945	145.70	-19.25	-26.92		-1949	-2502	5460
146203	159.19	-21.69	-38.50		-2531	-1297	6626
146462	177.12	-16.34	-44.90		-3393	-475	6212
146720	-167.91	-8.07	-35.58		-3693	-1537	5402
146877	-12.39	nan	94.16		22974	12660	31506
147133	-135.31	-3.92	42.15		-37	-7843	6058
147287	-0.21	nan	16.41		1223	1811	-4014
147538	-135.81	-4.83	21.49		-1492	-6147	3097
147695	-135.63	-3.96	19.22		-187	12111	-814
147952	-136.14	21.50	-54.86		-6411	1109	7293
148209	-120.03	8.95	-32.21		-6435	-1015	4814
148467	-99.15	-11.01	22.96		-830	-6086	3208
148623	-98.90	-10.84	23.32		-763	-6087	3195
148879	-105.63	13.44	-1.24		-3308	-2417	2828
149137	-104.50	11.42	-11.46		-5257	-2377	3982
149395	-95.17	8.89	-6.14		-4607	-2988	3508
149550	-94.94	9.06	-6.06		-4616	-2942	3510
149806	-94.61	17.74	5.24		-3070	-1549	3488
149959	-94.54	18.03	5.49		-2947	-1550	3439
150215	-98.97	41.69	-6.84		-4347	570	6271
150369	-98.36	41.86	-6.38		-4362	539	6315
150724	-77.06	6.30	32.05		-775	-2765	4414
150877	-77.23	6.20	32.05		-697	-2851	4349
151132	-85.22	13.32	24.11		-1164	-2526	3723
151388	-84.91	15.26	22.21		-1523	-2243	3777
151645	-82.27	14.98	24.44		-1271	-2037	4069
151799	15.69	nan	-2.26		16713	28313	-14767
152055	-115.52	45.56	-2.74		-1406	362	6568
152412	-137.21	43.80	-15.58		-926	63	7009
152565	-136.01	43.16	-14.23		-907	-77	6947
152820	-119.83	28.90	-0.19		-1609	-1478	4627
152977	-119.67	28.80	-0.09		28802	-29544	-4184
153237	-89.61	14.25	25.72		-629	-2524	5399
153492	-94.92	22.08	13.64		-1924	-1831	5122
153749	-111.43	27.71	-12.32		-4313	-525	4518
153906	-111.92	27.59	-13.15		15308	31479	15465
154166	174.02	-32.00	152.28		-3502	672	22181
154424	-161.54	75.69	-107.01		-10485	-305	15381
154685	-8.54	62.72	45.84		-7714	-957	10414
154940	-31.53	37.04	24.91		-6064	-1447	6280
155197	-82.14	8.78	5.65		-2336	-4139	4904
155350	-83.99	7.84	4.76		-2358	-4205	4932
155604	-137.27	-14.42	-28.13		-6088	-3276	4823
155965	175.54	-11.92	-39.18		-2301	-1786	5187
156123	10.71	nan	-27.74		23841	8848	-13219
156378	174.91	-8.42	-38.07		-2027	-2123	4669
156636	173.47	-6.39	-36.14		-1652	-2239	4529
156894	172.63	-5.33	-34.76		-1495	-2268	4415
157050	172.70	-5.26	-34.66		-1481	-2262	4419
157307	178.36	0.38	-8.76		-1341	-5417	3980
157563	-172.11	8.34	20.37		-192	-9560	4228
157717	-171.95	8.75	21.08		-171	-9640	4264
157973	-160.71	13.42	9.90		964	-6684	3532
158126	-160.23	12.75	8.49		776	-6519	3489
158482	-119.12	-79.48	-53.25		-11373	-4794	7834
158743	148.13	-33.70	95.58		-6007	-14163	11308
159002	158.94	-9.75	85.29		-4346	-14620	9200
159260	-170.63	-48.08	66.82		-3606	-14823	6752
159520	-100.18	-36.55	-14.12		-4970	-11578	2442
159781	-150.84	36.92	-53.08		-2408	3149	8021
160039	137.66	60.80	-105.16		2242	1662	13674
160196	156.21	nan	-31.07		-29273	9960	19598
160452	124.45	66.97	-106.47		2071	-505	13280
160710	136.38	66.48	-81.16		2925	-1959	11930
160968	130.55	49.20	-61.15		3961	-4578	10200
161125	-164.91	23.31	-72.15		-21728	-14921	19622
161387	97.19	3.68	-32.66		694	-6736	5549
161540	96.58	2.85	-32.13		590	-6704	5494
161793	72.03	-17.47	-11.43		-1364	-5270	4779
162050	66.58	-21.42	4.08		-2985	-3991	4900
162306	76.08	-16.66	11.36		-3901	-4459	4794
162461	76.41	-16.39	11.59		-3951	-4474	4799
162717	73.66	10.66	27.25		-6319	-5085	5107
162872	90.78	nan	-47.28		26564	21852	-4575
163128	-134.15	70.50	149.41		-3617	-11507	11347
163389	-63.43	37.15	-173.49		-1179	-9966	16058
163649	-18.00	22.28	-170.73		560	-6964	17063
163906	8.63	36.98	-178.61		2052	-4525	15548
164163	33.15	42.76	-173.94		2816	-1968	15606
164320	-4.48	nan	25.37		-3377	25810	-14837
164575	52.09	48.92	-138.33		4268	-3841	14362
164833	74.25	17.18	-97.27		5157	-5998	12507
164988	-77.63	nan	62.91		-17710	4742	-4700
165243	67.52	-39.60	-46.74		5203	-4730	7825
165500	34.55	-42.28	-9.66		2924	-4639	6048
165654	34.33	-42.21	-9.06		3008	-4720	6016
165910	44.08	-44.56	2.31		1936	-2139	6309
166064	45.04	-44.50	2.37		1964	-2040	6377
166419	55.29	-40.85	1.53		529	-2044	6325
166571	55.39	-41.04	1.44		545	-2017	6347
166824	61.99	-46.92	2.12		208	-1387	6762
167077	65.75	-42.08	7.02		-674	-1855	6314
167231	65.76	-41.77	7.06		-706	-1868	6301
167485	62.83	-34.16	7.83		-810	-2164	5351
