-2	-12.33	-.16	-12.4
-1	-9.54	-09	-9.36	-35	-9.51	-86	-9.61	-.29	-11.8
-22.58	-47579	3684
-.10	-11.00		2006	--.15	-11.2-26.49	-18.90	-21.99		-76	-532	2072
-26.24	-19.02	-22.18		-56	-564	2116
-22.09	-20.07	-23.03		254	-515	2142
-22.17	-19.86	-22.89		215	-483	2131
-23.23	-18.75	-17.79		310	92	1859
-23.26	-18.81	-17.76		301	93	1862
-23.54	-21.65	-14.08		716	408	1797
-23.48	-21.76	-13.99		755	429	1795
-23.17	-8.68	-12.04		-183	123	2408
-22.91	-7.23	-12.09		-394	178	2343
154.84	-23.26	99.68		-12786	-2008	14601
162.13	-14.29	95.58		-11055	-2852	13240
-38.29	-69.52	144.16		-4994	10264	7464
08.87	-9.31	7.27	3	-147.86	26	-152.02-.13	30.90-26.31	-64.-7	-45.99	--46.92		-96	-58.73
-124.24	-4.65	-57.80		-4477	6313	3821
-160.37	-28.59	-6.29		-2285	273	2010
-161.11	-28.72	-5.34		-2312	250	1984
179.61	-26.89	12.31		-1841	-904	1687
179.50	-26.75	12.38		-1823	-870	1696
170.88	-17.29	10.52		-955	314	1619
170.41	-16.95	10.52		-938	295	1556
169.97	-8.47	10.88		197	-131	1576
169.56	-8.35	10.98		189	-165	1569
177.49	-10.44	3.46		155	-87	1290
178.96	-10.64	3.03		114	-16	1298
-177.56	-8.00	0.50		476	707	970
-177.71	-7.89	0.58		501	678	962
177.90	-8.00	4.10		537	386	804
1-36	-4.70	-81	-4.83	-.43	-8.10-163.18	12.48	-8.08-.18	-4.28		2931	1-156.90	31		2904	1932	150-90	-6.13		-157.00	4.77	-6.11		1663	2008	1291
-156.75	-2.77	-3.71		1003	1487	1232
-156.96	-2.96	-3.62		973	1449	1233
-165.68	-14.45	0.57		-692	275	1456
-165.79	-14.67	0.63		-734	287	1456
-165.90	-15.78	0.92		-825	144	1278
-165.91	-15.66	0.91		-819	137	1265
-157.40	-7.05	1.94		439	48	1254
-157.21	-6.53	1.93		493	50	1234
-147.77	8.88	-2.30		2396	1802	1290
-147.49	9.00	-2.48		2382	1860	1292
-142.42	7.35	-2.71		1946	2011	1431
-142.36	7.27	-2.64		1930	1989	1412
-137.69	5.54	0.56		2138	1599	1448
-137.57	5.51	0.64		2125	1593	1440
-9	4.75		-120.42	0.1359	1237-95.01	-11		4142	280	2937
-.91	22.91-60	27.31	-51	26.94	-61	21.91	-3	21.22		
