-179.00	-54.41	8.32		-5499	514	4405
-179.49	-55.18	10.40		-5602	272	4452
138.56	-47.22	98.67		-3551	-2273	7846
139.16	-45.89	99.58		-3605	-2611	7881
-171.26	10.31	118.37		1149	-3043	11420
-169.73	11.44	119.19		1209	-2927	11450
-72.66	22.50	172.47		2209	984	14844
-71.05	22.08	173.76		2088	974	14900
-30.45	-15.19	-155.84		-2229	1604	14012
-29.69	-15.88	-156.02		-2259	1628	13933
-9.13	-20.00	-161.21		-2711	259	13678
-8.84	-19.81	-160.83		-2744	213	13652
4.77	-25.29	-137.07		-1857	-2734	11724
4.83	-25.83	-136.51		-1840	-2841	11684
-		-2648	-.93	-88.3-77	-47.42-36	-46.02-42	16.27	-94	18.15	
-1	64.07	-0	64.01		-10.86	15.48	47.23		178	6952	4166
-11.63	15.39	46.75		215	6869	4143
-37.03	18.04	28.51		-201	5651	3139
-36.80	17.85	28.22		-233	5633	3107
-21.99	2.68	14.68		919	2617	1989
-22.00	2.67	14.45		886	2566	1986
3.28	14.55	0.96		-567	1870	1596
4.76	15.53	0.28		-682	1785	1674
26.95	68.16	-42.97		-443	-4101	6063
28.22	68.75	-42.03		-415	-4125	6066
83.10	36.73	30.10		-2704	17	3256
82.31	35.30	30.29		-2785	214	3148
71.43	-2.20	0.82		1673	3133	1232
71.24	-2.07	0.23		1700	3045	1225
94.97	12.90	11.89		-8	1871	155.19	11.91	11.23		57	2042	19	6.71		19	7.42		14151	24.10	167	23.33	93	9.21		397	9.40		102.88	18.64	16.30		-420	508	1867
102.66	18.59	16.32		-467	476	1841
104.05	20.83	14.54		-72	274	1763
103.94	20.73	14.44		-169	173	1705
101.48	19.93	6.91		594	729	1611
101.44	20.05	6.91		610	710	1611
102.68	21.19	10.12		336	484	1750
102.65	21.18	10.22		308	479	1748
99.60	20.91	10.39		126	402	1655
99.41	20.90	10.41		95	347	1627
97.54	20.50	10.57		109	509	1652
97.48	20.52	10.66		94	504	1654
96.63	20.71	11.99		75	542	1653
96.54	20.70	12.04		70	537	1656
90.73	20.9892	7.26		6164	8.88	10	8.96		169	6.70	91	6.57		12	19.38	12	24.22		1.55	-134.178.99	-32.90	-133.06		1467	8748	15116
172.80	-15.86	-69.68		-197	7149	6707
172.72	-16.14	-68.68		-354	7183	6596
163.20	-12.45	-41.55		-140	6327	3750
163.08	-12.35	-41.08		-149	6301	3688
160.08	-8.49	-25.40		-295	4652	2586
160.00	-8.35	-25.00		-287	4585	2558
159.33	-2.38	-10.60		94	2522	1887
159.44	-2.22	-10.23		99	2444	1893
-154.16	10.57	0.13		1501	1895	1895
-152.32	11.02	0.42		1556	1967	1950
-120.30	31.68	30.01		4953	1995	3869
-119.53	32.06	30.58		4996	2043	3913
-100.78	36.68	42.98		5436	33105.37	13.01	29.46		3598
