939	-13.36942	-12.9872	4.03		795	4.15		1167	373373	7.20		777	7.32		8	7.95		481.97	-1.2423
140	10.89	173	11.45	157.26	36.78	32.39		3263	-1914	3801
156.64	35.92	32.12		3072	-1860	3683
151.27	13.01	27.19		76	127	1309
152.19	13.18	27.92		125	103	1277
169.14	21.32	37.02		1902	-1264	2946
168.68	21.34	36.17		1913	-1162	2903
144.49	27.64	15.77		2113	13	1297
144.92	27.80	15.67		2212	90	1295
164.95	27.11	41.04		1594	-2235	3124
165.00	26.82	40.91		1549	-2193	3102
164.15	2.75	16.68		-583	1572	843
164.39	2.41	16.51		-610	1597	817
175.87	7.31	19.59		562	1166	1367
176.03	7.61	19.77		603	1125	1374
11	14.40	10	15.74		-76	-149.29
-.79	-145.-27	-26.22-57	-26.13-75.30	-305		-5244	-3181	69-3076	7089
-79.13	-15.62	-82.20		-6036	-165	8539
-79.65	-15.32	-81.36		-6050	-101	8454
-114.23	-8.60	-56.25		-4925	3410	4940
-114.52	-8.58	-55.89		-4892	3424	4893
-66.50	-10.15	-57.55		-3885	-1058	4629
-63.55	-10.07	-58.74		-3783	-1286	4751
-72.81	29.74	-145.45		-3375	-782	12267
-75.04	30.19	-148.00		-3300	-757	12454
-138.56	33.39	151.44		-1406	-2089	12837
-139.85	33.50	151.15		-1471	-2082	12816
-114.82	46.21	-136.71		-8319	270	10622
-107.53	46.40	-131.74		-8158	-103	10309
-58.91	-12.55	-22.83		-239	-2140	2440
-52.79	-13.74	-21.87		422	-2066	2368
18	7059
126.67	9.40	7231
