-47.90	-37.27	-2.98		2688	21	2531
-47.03	-38.43	-3.17		2902	-42	2590
-36.43	-55.16	-15.55		3184	-1678	3859
-37.27	-54.15	-14.85		3067	-1584	3782
-50.43	21.80	-13.95		-3610	4519	2781
-50.72	22.07	-14.09		-3626	4415	2800
-34.56	-22.56	-15.98		774	315	2337
-33.89	-24.63	-16.63		953	112	2458
-18.95	-37.40	-28.85		2148	-1299	3250
-19.61	-36.07	-28.10		1978	-1221	3146
-34.43	-4.01	-18.39		-343	2053	1779
-34.92	-4.42	-18.80		-89	2088	1879
-57.61	-15.36	-3.96		-382	1010	647
8		752	-2-.34	-24.9-.61	-24.7-.22	-22.01-.38	-21.9-.35	-20.77-5	-20.83	-.87	-22.7-18.54	-11.98	-22.68		-425	181	1619
-20.25	-11.64	-16.63		-305	812	2776
-20.45	-11.11	-16.28		-409	815	2817
172.52	-27.21	101.79		-8081	-7952	13591
-175.05	-18.34	98.40		-6344	-8613	13929
-105.07	-80.73	-149.17		-5732	9669	6614
-89.06	-82.92	-164.80		-5447	9489	6283
148.02	-55.56	-7.95		-4086	4844	3368
150.30	-55.41	-10.05		-4167	4887	3365
-174.64	-49.91	-53.10		-3397	7426	3466
-175.62	-49.78	-52.42		-3350	7423	3418
167.34	-37.48	-24.42		-2382	4915	1209
167.23	-37.31	-24.04		-2384	4868	1189
162.47	-29.60	-13.75		-2010	3580	251
	3079	-221.73	-7.00	1.62	-6.92110	-2.17	184	-2.06	112	9.57	1132.72	18.58	28.60		-812	-4345	1868
132.06	18.53	28.60		-935	-4352	1829
74.51	16.06	-33.40		1306	-544	2307
71.21	15.54	-36.55		1412	-860	2538
-28.82	-36.40	-162.46		-7687	1442	14759
-28.57	-38.27	-165.31		-25164	28769	-6520
-7.82	-53.68	126.07		-4081	9060	9701
-7.13	-54.35	125.68		-4201	9085	9627
-167.66	-54.17	-54.31		-6958	7279	3520
-153.50	-9.11	179.12		-29377	28090	15343
-131.94	11.90	-70.13		-5243	8388	3878
-131.54	12.18	-69.95		-5293	8300	3830
-51.99	-74.46	-131.88		-9342	3296	9941
-46.20	-73.18	-143.52		-9584	3998	10354
16.05	-48.035	11628
122	111.68	-8	-53.74	-88.12	5.761	3446
