16.55	9.55	-5.59		299	-122	1512
17.27	8.09	-6.84		540	-167	1588
17.27	8.06	-6.86		547	-168	1588
16.44	7.67	-7.20		490	-124	1618
16.47	7.68	-7.26		490	-136	1620
15.80	7.23	-8.62		608	-313	1716
15.83	7.24	-8.62		610	-304	1716
17.77	5.99	-8.47		843	-195	1764
17.83	5.98	-8.43		844	-191	1768
18.58	5.51	-8.15		853	-74	1749
18.58	5.50	-8.18		860	-84	1751
17.62	7.30	-7.46		566	-114	1884
17.60	7.38	-7.33		552	-93	1882
16.16	9.44	-0.48		-79	708	1583
16.19	9.46	-0.40		-85	715	1582
1	0.76		115.11	7.81	0.78		11	-2.51		21	-2.57		1	-2.42		11	-2.84		1	-2.86		239.98	6.23	-27.29		2689	-731	2380
40.69	6.81	-28.68		2791	-830	2529
24.35	51.41	-105.88		5060	-1877	10244
23.18	52.44	-107.74		5030	-1794	10246
84.95	32.24	-28.21		3254	-28	3667
85.19	29.95	-26.87		3074	213	3383
82.97	-1.02	-7.83		1272	2954	1802
82.98	-0.65	-7.81		1260	2876	1856
85.69	10.61	-10.72		1677	1488	2063
85.75	10.73	-10.56		1639	1485	2050
89.29	18.48	-6.55		1084	622	2302
89.41	18.54	-6.48		1102	636	2296
94.33	20.36	-6.89		776	2461	678
95.08	21.09	-7.00		702	3073	420
-164.16	39.67	-61.3-.86	-60.85-81	-12.25		-314	27-45	-10.85	-.43	55.00-151.33	21.42	58.05
-92	-163.1-179.19	8.6927	13911.13	1.23	-26.81		738	135	3453
-1.22	3.46	-24.44		368	378	3416
-8.51	56.65	39.74		-3107	7849	4565
-7.51	57.23	40.93		-3111	7878	4580
-30.39	49.17	16.44		-3403	6682	2536
-30.98	47.60	15.36		-3381	6542	2460
26.53	-44.82	-8.38		5606	5707	6494
30.62	-46.97	-10.91		5724	5896	6806
138.01	7.95	-157.95		251	5610	14918
137.59	10.36	-160.11		-104	5700	14865
88.14	40.37	81.15		-6635	3419	6346
85.64	40.50	79.31		-6673	3427	6168
-176.37	43.00	167.01		-1612	688	15968
-179.82	38.06	167.30		-1812	1304	16640
