298390	7.87	-27.54	25.98		-2214	-1881	5014
298545	8.16	-27.62	25.94		-2230	-1882	5014
298801	15.04	-33.54	23.75		-2047	-1758	5087
298956	15.06	-33.62	23.61		-16700	18737	-20369
299216	14.44	-34.25	21.00		-1790	-2168	5059
299472	14.72	-34.93	21.68		-1673	-1761	5530
299729	8.66	-21.07	19.73		-2844	-2432	4212
299884	8.38	-20.51	19.61		-2873	-2508	4156
300139	13.37	-46.45	11.77		-9887	-1282	3428
300496	158.54	3.86	-132.22		-1073	-856	16512
300653	-178.48	9.53	170.05		4159	10100	-16646
300912	152.58	1.12	-99.69		986	403	10570
301166	148.91	12.34	-101.71		1523	-25	11221
301322	148.82	12.66	-102.58		1654	249	11356
301578	114.68	22.42	-127.69		4076	-2413	14951
301837	121.22	37.28	-119.37		3448	-1284	13638
302096	143.10	46.11	-98.62		2781	-52	11466
302251	144.13	46.26	-97.67		-15743	17247	28210
302511	-177.95	48.86	-58.23		1652	240	7904
302767	-157.40	46.96	-39.25		1000	326	6367
303022	-123.52	51.22	-14.59		178	163	6678
303175	-121.03	51.66	-13.00		238	271	6751
303430	10.15	54.90	67.08		-7386	2374	10967
303685	47.48	37.06	69.15		-10288	-1552	10364
303943	61.42	33.18	58.73		-9575	-4468	9105
304098	61.68	33.71	58.91		20108	246	-20391
304354	100.35	47.81	38.73		-8004	-10326	6859
304611	77.84	64.52	-54.45		630	-9482	8396
304764	76.29	64.51	-57.35		826	-9412	8468
305019	142.74	21.47	3.05		-3160	-7961	4789
305174	142.71	18.95	3.94		-3446	-7944	4737
305429	142.28	-7.01	3.67		-5738	-5239	3734
305584	142.77	-5.46	2.77		-5552	-5258	3754
305839	153.82	53.42	-35.83		1921	-2835	7156
305994	163.85	-0.53	-176.84		27617	21080	-5166
306254	165.12	-11.84	-12.58		-6195	-3812	3708
306513	172.86	0.73	-17.08		-4016	-3494	4672
306770	178.52	33.70	-26.15		-823	-2715	5961
307026	177.50	31.84	-23.14		-1020	-2490	5986
307183	77.92	nan	-48.88		-20215	-30991	1208
307439	169.73	10.81	-26.78		-2847	-2583	4432
307697	178.01	44.44	-38.70		-583	-1039	7019
307954	-174.93	42.42	-27.50		-974	-1932	6382
308111	-174.68	41.70	-27.12		-1060	-1960	6314
308369	-174.84	28.07	-24.87		-1990	-2514	4805
308628	-174.86	35.96	-26.45		-1194	-2058	5654
308887	-173.83	34.15	-23.34		-1296	-2501	5269
309146	-174.01	33.80	-22.81		-1346	-2616	5086
309405	-173.32	33.89	-23.30		-1340	-2377	5245
309663	-173.92	32.75	-24.00		-1506	-2406	5111
309922	-173.78	33.49	-24.06		-1454	-2347	5222
310181	-174.31	33.62	-24.21		-1356	-2343	5196
310440	-173.75	33.74	-24.73		-1430	-2273	5205
310598	-77.54	57.64	-133.50		9770	-5689	4458
310855	-173.01	28.75	-19.39		-1728	-2761	4840
311114	-177.56	12.95	-14.77		-3129	-3277	4118
311373	-169.00	21.65	-1.07		-11952	-2572	2161
311632	-16.36	-1.11	166.69		-5271	-4840	20578
311890	-8.10	-27.38	160.74		-4960	-2840	17832
312150	-13.96	-45.21	-169.29		-7680	-3891	16735
312411	-39.97	-63.46	-128.88		-9646	-6289	14030
312672	-97.78	-52.36	-73.85		-10227	-5516	10682
312933	-112.70	-34.86	-53.08		-9174	-4956	8429
313193	-119.16	-13.48	-43.85		-8383	-3724	6925
313452	-106.16	-1.49	-38.72		-7632	-4287	6051
313711	-105.58	4.28	-36.60		-6909	-3795	5813
313969	-96.67	16.16	-41.77		-7431	-2739	6409
314226	-92.52	21.98	-36.97		-7052	-2344	5825
314484	-92.10	23.25	-22.46		-5069	-2066	5025
314641	141.67	22.12	142.03		24256	4956	-16393
314900	-65.47	17.77	7.66		-3069	-2094	4344
315155	-40.13	-15.76	39.30		-109	-2048	5859
315412	-34.22	-26.54	45.58		1379	-1245	7147
315568	-34.28	-25.74	45.04		1287	-1377	7005
315824	-24.80	33.35	9.95		-7275	-2276	5548
315978	-24.55	34.17	9.07		-17754	-13365	12529
316237	-26.25	-13.47	14.23		-1566	-4551	4655
316495	-28.22	-51.22	37.39		1849	-2446	7166
316751	-22.40	-37.76	22.77		1150	-3493	5518
316907	58.59	nan	-30.41		13644	7583	-7683
317161	-29.01	14.84	5.53		-5120	-2611	3434
317316	-29.58	15.40	5.33		-5140	-2627	3441
317571	-35.68	13.71	17.73		-3454	-1183	3864
317929	-12.36	-39.50	30.23		886	-1639	6319
318084	-11.61	-41.33	29.78		1042	-1727	6347
318340	21.55	-50.44	9.55		317	-1646	5372
318492	21.21	-49.85	9.86		260	-1688	5310
318745	21.66	-27.92	13.07		-2386	-2105	3754
319002	33.75	-26.57	-0.49		-1814	-3330	3117
319258	47.66	-23.59	2.95		-3651	-2746	2980
319413	47.92	-23.53	3.09		2038	-1977	-15192
319670	47.79	-19.73	-4.03		-2946	-4245	2859
319926	54.20	-18.69	-8.36		-2795	-4350	3503
320081	53.87	-18.33	-8.20		8768	31420	-22191
320339	53.95	-13.58	4.13		-4342	-4086	3386
320594	60.01	-28.77	-7.99		-2504	-3235	4500
320750	60.26	-29.28	-8.58		-6889	-16934	7423
321008	53.21	-31.32	-3.60		-2361	-2795	4253
321264	53.31	-31.36	-5.09		-2082	-2899	4259
321420	-18.25	nan	13.81		30238	16107	12279
321676	57.39	-38.14	-5.84		-1812	-1995	4995
321932	54.88	-40.22	-6.73		-1294	-2138	5164
322087	54.69	-40.15	-6.66		-1280	-2161	5157
322344	49.09	-40.19	-20.66		-1496	-3537	2874
322601	105.42	-5.37	-151.96		-2726	-6133	17123
322862	104.73	5.25	-174.25		-864	-5009	19506
323220	99.27	10.26	170.78		-2686	-4897	18534
323377	-161.42	-21.61	56.43		-17856	30224	16561
323739	69.49	31.93	130.01		-5863	-1597	15663
323896	43.74	nan	-17.37		10208	1899	-25927
324151	34.56	41.91	99.80		-5094	813	12192
324304	33.55	42.24	98.76		-8081	9634	-29914
324561	-2.97	53.40	53.66		-4083	502	7950
324714	-3.79	53.69	52.45		-4117	479	7858
324967	-18.25	33.83	45.60		-2463	461	6064
325121	-18.63	32.89	45.99		-2289	446	6071
325374	-19.64	11.72	49.53		-165	-219	6372
325628	-17.39	7.82	44.07		-404	-479	5709
325781	-17.44	7.67	43.84		-402	-513	5681
326135	-20.91	2.07	38.08		233	-1411	5198
